_RAJ2000	_DEJ2000	RAJ2000	DEJ2000	2MASS	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	Qflg	Rflg	Bflg	Cflg	Xflg	Aflg
155.99411400	-57.75151100	155.994114	-57.751511	10235858-5745054	14.232	0.099	13.008	0.115	11.925	0.058	ABA	222	111	c00	2	0
155.96571800	-57.75198700	155.965718	-57.751987	10235177-5745071	15.348	0.056	14.847	0.080	14.506	0.124	AAB	222	111	000	2	0
155.99588400	-57.77492100	155.995884	-57.774921	10235901-5746297	17.628	0.402	15.799	0.163	15.858	0.354	DCD	222	111	c0c	2	0
155.96303000	-57.78094100	155.963030	-57.780941	10235112-5746513	13.301	0.022	12.867	0.022	12.764	0.019	AAA	222	111	000	2	0
155.94081600	-57.79190400	155.940816	-57.791904	10234579-5747308	16.671	0.156	15.756	0.151	14.804		CBU	220	110	000	0	0
155.94725000	-57.75989500	155.947250	-57.759895	10234734-5745356	14.560	0.024	13.599	0.022	13.151	0.039	AAA	222	111	000	0	0
155.94765000	-57.79884700	155.947650	-57.798847	10234743-5747558	15.074	0.096	13.830	0.057	13.332	0.043	AAA	222	111	c00	0	0
155.94734300	-57.75797300	155.947343	-57.757973	10234736-5745287	13.131	0.029	12.183	0.029	11.836	0.029	AAA	222	111	000	0	0
155.94601700	-57.76646800	155.946017	-57.766468	10234704-5745592	15.495	0.064	15.063	0.099	14.803		AAU	220	110	000	0	0
155.94629700	-57.78819700	155.946297	-57.788197	10234711-5747175	14.755	0.044	14.429	0.065	14.363	0.068	AAA	222	111	000	0	0
155.94893400	-57.77033600	155.948934	-57.770336	10234774-5746132	14.260	0.023	13.901	0.027	13.855	0.052	AAA	222	111	000	0	0
155.94582500	-57.76845600	155.945825	-57.768456	10234699-5746064	16.119	0.101	15.454	0.105	15.082	0.169	ABC	222	111	000	0	0
155.94581400	-57.79360200	155.945814	-57.793602	10234699-5747369	13.508	0.022	13.278	0.025	13.187	0.051	AAA	222	111	000	0	0
155.94838400	-57.75564200	155.948384	-57.755642	10234761-5745203	15.996	0.091	15.500	0.131	15.040	0.145	ABB	222	111	ccc	0	0
155.95002700	-57.79954900	155.950027	-57.799549	10234800-5747583	15.083	0.070	14.500	0.078	14.257	0.077	AAA	222	111	ccc	0	0
155.94935100	-57.78916500	155.949351	-57.789165	10234784-5747209	15.616	0.082	14.675	0.062	14.349	0.073	AAA	222	111	000	0	0
155.94445800	-57.75592000	155.944458	-57.755920	10234666-5745213	16.105	0.090	15.720	0.135	15.558	0.225	ABD	222	111	ccc	0	0
155.95319400	-57.76717400	155.953194	-57.767174	10234876-5746018	13.313	0.024	13.151	0.029	13.158	0.045	AAA	222	211	c00	0	0
155.95373900	-57.77545200	155.953739	-57.775452	10234889-5746316	16.453	0.137	15.849	0.181	15.285	0.187	BCC	222	111	ccc	0	0
155.95335500	-57.76599900	155.953355	-57.765999	10234880-5745575	15.927	0.081	15.045	0.111	14.760	0.137	ABB	222	211	ccc	0	0
155.95266200	-57.75170500	155.952662	-57.751705	10234863-5745061	17.271		15.293		14.970	0.141	UUB	002	001	00c	0	0
155.95304200	-57.79180500	155.953042	-57.791805	10234873-5747304	16.482	0.144	15.916	0.169	15.214		BCU	220	110	000	0	0
155.95142400	-57.78500700	155.951424	-57.785007	10234834-5747060	16.969		15.790		15.100	0.172	UUC	002	001	000	0	0
155.95244300	-57.76439300	155.952443	-57.764393	10234858-5745518	17.127		14.262	0.071	12.388	0.029	UAA	022	011	000	0	0
155.95237700	-57.75603500	155.952377	-57.756035	10234857-5745217	14.796	0.032	14.456	0.022	14.173	0.068	AAA	222	111	000	0	0
155.94453700	-57.79241900	155.944537	-57.792419	10234668-5747327	15.106		15.701	0.127	14.811	0.132	UBB	022	011	0cc	0	0
155.94435400	-57.75255600	155.944354	-57.752556	10234664-5745092	16.450	0.121	15.979	0.206	15.102		BCU	220	110	000	0	0
155.95623900	-57.76558300	155.956239	-57.765583	10234949-5745560	16.353	0.154	15.457		15.427		BUU	260	200	c00	0	0
155.93934100	-57.75274300	155.939341	-57.752743	10234544-5745098	14.584	0.040	14.325	0.061	14.173	0.076	AAA	222	111	000	0	0
155.93952300	-57.78357700	155.939523	-57.783577	10234548-5747008	15.977	0.082	15.345	0.114	15.094	0.173	ABC	222	111	000	0	0
155.93778900	-57.75386000	155.937789	-57.753860	10234506-5745138	16.637	0.139	16.194		16.249		CUU	200	100	c00	0	0
155.93788200	-57.78567500	155.937882	-57.785675	10234509-5747084	15.341	0.049	14.759	0.053	14.535	0.111	AAB	222	111	000	0	0
155.93781500	-57.76042600	155.937815	-57.760426	10234507-5745375	14.998	0.054	14.268	0.081	13.968	0.087	AAA	222	111	000	0	0
155.93760700	-57.76310000	155.937607	-57.763100	10234502-5745471	15.779	0.073	14.927	0.057	14.835		AAU	220	110	000	0	0
155.93836700	-57.78109400	155.938367	-57.781094	10234520-5746519	14.830		13.429		14.139	0.092	UUA	662	002	00c	0	0
155.93865300	-57.75719500	155.938653	-57.757195	10234527-5745259	15.974	0.088	15.388	0.097	15.372		AAU	220	110	cc0	0	0
155.93775300	-57.75191100	155.937753	-57.751911	10234506-5745068	15.617		15.100		14.361	0.076	UUA	002	001	000	0	0
155.94069100	-57.79878200	155.940691	-57.798782	10234576-5747556	15.909	0.148	15.284	0.188	14.893	0.193	BCC	222	111	ccc	0	0
155.94038300	-57.78104400	155.940383	-57.781044	10234569-5746517	15.073		14.188		14.411	0.092	UUA	662	002	00c	0	0
155.94352700	-57.76143300	155.943527	-57.761433	10234644-5745411	17.517		16.002		14.438	0.081	UUA	002	001	000	0	0
155.94289300	-57.76969500	155.942893	-57.769695	10234629-5746109	16.723	0.152	15.604	0.120	14.715	0.113	CBB	222	111	000	0	0
155.94348800	-57.78436700	155.943488	-57.784367	10234643-5747037	16.117	0.086	15.918	0.163	15.791		ACU	220	110	000	0	0
155.94336500	-57.75763300	155.943365	-57.757633	10234640-5745274	15.222	0.051	14.237	0.042	14.009	0.057	AAA	222	111	c00	0	0
155.94237300	-57.77864500	155.942373	-57.778645	10234616-5746431	15.174	0.044	14.535	0.077	14.453	0.096	AAA	222	111	000	0	0
155.94246400	-57.75466900	155.942464	-57.754669	10234619-5745168	14.616	0.043	14.274	0.061	14.160	0.067	AAA	222	111	000	0	0
155.94081400	-57.75093500	155.940814	-57.750935	10234579-5745033	16.268	0.107	15.589	0.115	16.230		BBU	220	110	000	0	0
155.94222800	-57.78813900	155.942228	-57.788139	10234613-5747173	16.449	0.129	15.919	0.167	15.720	0.251	BCD	222	111	000	0	0
155.94127200	-57.76076900	155.941272	-57.760769	10234590-5745387	16.130		15.175	0.121	14.232	0.100	UBA	022	011	000	0	0
155.95485200	-57.75983000	155.954852	-57.759830	10234916-5745353	16.383	0.117	16.180		15.690		BUU	200	100	000	0	0
155.93892900	-57.78842500	155.938929	-57.788425	10234534-5747183	15.478	0.050	14.965	0.070	15.291	0.185	AAC	222	111	000	0	0
155.95885600	-57.77341100	155.958856	-57.773411	10235012-5746242	10.162	0.023	8.929	0.029	8.389	0.024	AAA	211	111	000	0	0
155.96030400	-57.75291800	155.960304	-57.752918	10235047-5745105	15.199		14.536		13.971	0.067	UUA	002	001	000	2	0
155.96064900	-57.79794700	155.960649	-57.797947	10235055-5747526	15.343	0.081	14.851	0.138	14.237	0.168	ABC	222	111	c00	0	0
155.95807400	-57.75960900	155.958074	-57.759609	10234993-5745345	17.360		15.828	0.165	14.481	0.092	UCA	022	011	000	2	0
155.95875000	-57.76693700	155.958750	-57.766937	10235010-5746009	16.410	0.128	15.778	0.163	15.557	0.230	BCD	222	111	ccc	2	0
155.95781300	-57.77792400	155.957813	-57.777924	10234987-5746405	17.254		15.196	0.081	14.110	0.064	UAA	022	011	0cc	2	0
155.95968500	-57.75250600	155.959685	-57.752506	10235032-5745090	15.292	0.049	14.902	0.087	13.556		AAU	220	110	000	2	0
155.96128100	-57.75798800	155.961281	-57.757988	10235070-5745287	15.358	0.057	14.973	0.072	15.112	0.166	AAC	222	111	000	2	0
155.95867400	-57.77928500	155.958674	-57.779285	10235008-5746454	16.434	0.154	14.675	0.077	13.926	0.052	BAA	222	111	ccc	2	0
155.95858100	-57.78095600	155.958581	-57.780956	10235005-5746514	13.331	0.029	12.375	0.038	12.079	0.032	AAA	222	111	000	2	0
155.95745400	-57.75820200	155.957454	-57.758202	10234978-5745295	15.990	0.090	15.446	0.128	15.441	0.219	ABD	222	111	00c	2	0
155.96300100	-57.79999200	155.963001	-57.799992	10235112-5747599	15.706	0.118	15.060	0.159	14.087	0.152	BCB	222	111	cc0	0	0
155.95667500	-57.76283600	155.956675	-57.762836	10234960-5745462	17.072		15.707		14.976	0.136	UUB	002	001	000	2	0
156.02217300	-57.77487200	156.022173	-57.774872	10240532-5746295	14.972	0.051	14.327	0.044	14.209	0.154	AAB	222	111	000	2	0
156.02559100	-57.79351400	156.025591	-57.793514	10240614-5747366	15.276	0.092	14.801	0.141	14.069	0.162	ABC	222	111	0cc	2	0
156.00892200	-57.76973700	156.008922	-57.769737	10240214-5746110	15.718	0.091	14.086	0.078	13.359	0.090	AAE	222	111	c00	2	0
156.05854200	-57.77875100	156.058542	-57.778751	10241405-5746435	15.806		15.694	0.158	13.908		UCU	026	020	0c0	2	0
156.00449600	-57.79907600	156.004496	-57.799076	10240107-5747566	14.159		14.490	0.225	12.915		UDU	020	010	000	2	0
156.02567600	-57.75477200	156.025676	-57.754772	10240616-5745171	15.710	0.104	14.431	0.097	13.593	0.095	AAA	222	111	c00	2	0
156.00500700	-57.76473200	156.005007	-57.764732	10240120-5745530	11.837		11.280		13.406	0.099	UUA	002	001	00c	2	0
156.00506500	-57.75969700	156.005065	-57.759697	10240121-5745349	9.847		9.303		10.277	0.124	UUB	002	001	00c	2	0
156.00503200	-57.75567200	156.005032	-57.755672	10240120-5745204	13.251	0.154	12.574	0.313	11.997	0.239	BDD	222	111	ccc	2	0
156.02554100	-57.75872000	156.025541	-57.758720	10240612-5745313	14.678		14.130		14.721	0.147	UUB	662	002	00c	2	0
156.00558800	-57.79736300	156.005588	-57.797363	10240134-5747505	13.747	0.050	13.434	0.098	13.307	0.106	AAA	222	111	000	2	0
156.00524000	-57.75857200	156.005240	-57.758572	10240125-5745308	9.273	0.066	8.673	0.089	8.371	0.068	EEE	222	111	0dd	2	0
156.06233300	-57.76823400	156.062333	-57.768234	10241495-5746056	14.330	0.180	13.837	0.273	12.439	0.162	CDE	222	111	000	2	0
156.05869400	-57.80276100	156.058694	-57.802761	10241408-5748099	16.075	0.144	14.825	0.088	14.327	0.121	BAB	222	111	000	2	0
156.02241700	-57.76895500	156.022417	-57.768955	10240538-5746082	15.205	0.056	14.374	0.022	14.841	0.180	AAC	222	111	000	2	0
156.00897100	-57.78158200	156.008971	-57.781582	10240215-5746536	13.959		14.684	0.319	13.503	0.247	UDD	022	022	0cc	2	0
156.00731000	-57.79880900	156.007310	-57.798809	10240175-5747557	14.647		13.726		13.852	0.174	UUC	662	002	00c	2	0
156.00953200	-57.77526500	156.009532	-57.775265	10240228-5746309	14.161	0.054	12.961	0.057	12.525	0.042	AAE	222	111	000	2	0
156.00909900	-57.75090800	156.009099	-57.750908	10240218-5745032	12.068	0.039	11.672	0.047	11.591	0.036	AAA	222	211	c00	2	0
156.02163100	-57.76800900	156.021631	-57.768009	10240519-5746048	17.394	0.412	15.395	0.131	15.338	0.308	DBD	222	222	ccc	2	0
156.02185300	-57.76475500	156.021853	-57.764755	10240524-5745531	13.580		12.701		12.168	0.035	UUA	662	003	00c	2	0
156.02591400	-57.76958100	156.025914	-57.769581	10240621-5746104	14.940	0.037	14.487	0.031	13.671		AAU	226	220	cc0	2	0
156.00981800	-57.76158900	156.009818	-57.761589	10240235-5745417	13.071	0.189	12.115	0.149	11.663	0.089	CBA	222	222	ccc	2	0
156.05809300	-57.76815400	156.058093	-57.768154	10241394-5746053	14.561	0.166	13.861	0.235	12.826	0.175	CDC	222	111	000	2	0
156.00987700	-57.75479900	156.009877	-57.754799	10240237-5745172	11.800	0.062	11.328	0.080	11.018	0.099	AAA	222	111	ddd	2	0
156.00407700	-57.75149900	156.004077	-57.751499	10240097-5745053	12.433	0.061	11.884	0.089	11.513	0.068	AEA	222	111	000	2	0
156.04701100	-57.80860900	156.047011	-57.808609	10241128-5748309	16.478	0.175	15.404		14.315		CUU	200	100	000	2	0
156.00443700	-57.77185400	156.004437	-57.771854	10240106-5746186	14.275	0.068	13.913	0.049	13.936	0.052	AEA	222	111	0cc	2	0
156.00929700	-57.75643200	156.009297	-57.756432	10240223-5745231	10.735		11.362	0.181	10.724	0.129	UCB	022	011	0cc	2	0
156.00947400	-57.76441600	156.009474	-57.764416	10240227-5745518	13.432	0.157	12.358	0.135	11.648	0.055	EEA	222	111	ccd	2	0
156.02209300	-57.78088800	156.022093	-57.780888	10240530-5746511	15.053	0.124	14.956	0.192	14.591	0.285	BCD	222	111	000	2	0
156.00959000	-57.75976200	156.009590	-57.759762	10240230-5745351	9.450	0.063	8.950	0.090	8.520	0.050	EEE	222	211	ccc	2	0
156.00445100	-57.76268400	156.004451	-57.762684	10240106-5745456	12.295	0.043	11.816	0.022	11.351	0.110	AAE	222	111	ccc	2	0
156.06005500	-57.80010200	156.060055	-57.800102	10241441-5748003	14.797	0.065	14.371	0.115	13.347		ABU	220	110	000	2	0
156.04774300	-57.80598400	156.047743	-57.805984	10241145-5748215	16.009	0.114	14.237		13.381		BUU	200	100	000	2	0
156.04885400	-57.80582400	156.048854	-57.805824	10241172-5748209	15.846		14.172	0.075	13.446	0.065	UAA	022	011	000	2	0
156.00871100	-57.75217100	156.008711	-57.752171	10240209-5745078	14.969	0.093	14.091	0.145	12.304		ABU	220	220	cc0	2	0
156.06222100	-57.78078800	156.062221	-57.780788	10241493-5746508	14.169	0.022	13.966	0.022	14.097	0.077	AEA	222	111	000	2	0
156.05558600	-57.80518300	156.055586	-57.805183	10241334-5748186	15.537	0.050	14.730	0.041	14.541	0.093	AAA	222	111	000	2	0
156.00789500	-57.76105500	156.007895	-57.761055	10240189-5745397	12.312	0.198	11.611	0.265	11.185	0.196	CDC	222	222	ccc	2	0
156.00809700	-57.79300300	156.008097	-57.793003	10240194-5747348	14.796	0.040	14.514	0.065	14.215	0.107	AAA	222	111	000	2	0
156.02539500	-57.76601800	156.025395	-57.766018	10240609-5745576	13.526	0.022	12.846	0.022	12.556	0.021	AAE	222	111	000	2	0
156.05534000	-57.80331400	156.055340	-57.803314	10241328-5748119	16.370	0.164	15.475		14.315		CUU	200	100	c00	2	0
156.02441500	-57.79605500	156.024415	-57.796055	10240585-5747457	15.797	0.098	15.236	0.160	14.413		ACU	220	110	000	2	0
156.02156000	-57.77877000	156.021560	-57.778770	10240517-5746435	13.591	0.057	13.336	0.077	13.044	0.070	AEE	222	111	ccc	2	0
156.06016300	-57.76936700	156.060163	-57.769367	10241443-5746097	14.778	0.188	14.168	0.277	12.716	0.164	CDE	222	111	000	2	0
156.02433300	-57.79247700	156.024333	-57.792477	10240583-5747329	15.800	0.146	14.461	0.163	13.399	0.144	BCB	222	111	c00	2	0
156.02442300	-57.77177400	156.024423	-57.771774	10240586-5746183	14.857	0.052	14.201	0.087	13.826	0.107	AAA	222	111	000	2	0
156.06059800	-57.77265200	156.060598	-57.772652	10241454-5746215	11.762	0.026	10.725	0.029	10.314	0.031	AAA	222	111	000	2	0
156.00716700	-57.76348100	156.007167	-57.763481	10240172-5745485	15.206	0.201	14.874	0.075	13.531	0.280	CAD	222	111	ccc	2	0
156.02532700	-57.75643200	156.025327	-57.756432	10240607-5745231	15.509		15.524	0.166	14.168		UCU	020	010	0c0	2	0
156.00740400	-57.79586000	156.007404	-57.795860	10240177-5747450	16.402		15.211	0.093	14.190	0.080	UAA	022	011	0c0	2	0
156.05541800	-57.81198100	156.055418	-57.811981	10241330-5748431	13.931	0.051	13.602	0.096	13.219	0.108	AAA	222	111	000	0	0
156.00690300	-57.77072100	156.006903	-57.770721	10240165-5746145	16.846	0.248	15.179	0.137	14.555	0.151	DBB	222	111	ccc	2	0
156.02456800	-57.75310500	156.024568	-57.753105	10240589-5745111	16.047	0.149	14.751	0.108	13.828	0.105	BAA	222	111	c00	2	0
156.06007000	-57.75790400	156.060070	-57.757904	10241441-5745284	12.815	0.022	12.496	0.022	12.474	0.019	AAE	222	111	000	2	0
156.00670000	-57.75106800	156.006700	-57.751068	10240160-5745038	13.409	0.079	12.949	0.099	12.705	0.080	AAA	222	111	ccc	2	0
156.06049400	-57.79952600	156.060494	-57.799526	10241451-5747582	14.879		14.086		13.990	0.105	UUA	002	001	000	2	0
156.05233400	-57.80080000	156.052334	-57.800800	10241256-5748028	16.440	0.160	15.603	0.162	14.903	0.154	CCB	222	111	c00	2	0
156.02345700	-57.77074400	156.023457	-57.770744	10240562-5746146	15.357		14.765		15.040	0.222	UUD	002	001	00c	2	0
156.00887200	-57.78411900	156.008872	-57.784119	10240212-5747028	13.599		13.064		13.698	0.225	UUD	002	001	000	2	0
156.05657100	-57.80083100	156.056571	-57.800831	10241357-5748029	15.937	0.165	14.453	0.110	13.557	0.090	CBA	222	111	000	2	0
156.00865200	-57.78346600	156.008652	-57.783466	10240207-5747004	14.772	0.192	14.357	0.282	12.181		CDU	220	110	000	2	0
156.00865900	-57.76821500	156.008659	-57.768215	10240207-5746055	16.130	0.132	14.421	0.062	13.726	0.054	BAA	222	112	ccc	2	0
156.00574100	-57.76168100	156.005741	-57.761681	10240137-5745420	11.663	0.086	11.032	0.100	10.604	0.063	EAE	222	111	ddd	2	0
156.02297100	-57.76372500	156.022971	-57.763725	10240551-5745494	15.420	0.064	14.510	0.096	14.026	0.224	AAE	222	211	ccc	2	0
156.00856900	-57.79724500	156.008569	-57.797245	10240205-5747500	15.191		14.588		15.127	0.189	UUC	662	002	00c	2	0
156.00722300	-57.78536200	156.007223	-57.785362	10240173-5747073	16.169	0.186	13.788		13.003		CUU	200	100	000	2	0
156.04950100	-57.80743000	156.049501	-57.807430	10241188-5748267	15.879		15.001	0.156	12.925	0.066	UCA	022	011	000	2	0
156.02298900	-57.75195700	156.022989	-57.751957	10240551-5745070	16.085		14.364		14.467	0.133	UUB	662	002	00c	2	0
156.05195500	-57.80831500	156.051955	-57.808315	10241246-5748299	15.511		14.402		14.207	0.148	UUB	002	001	00c	2	0
156.06213200	-57.75331100	156.062132	-57.753311	10241491-5745119	15.043		15.587	0.261	14.225	0.149	UDB	022	012	00c	2	0
156.00651400	-57.76845600	156.006514	-57.768456	10240156-5746064	16.795	0.259	15.126	0.128	14.744	0.154	DBB	222	112	ccc	2	0
156.00838400	-57.75777100	156.008384	-57.757771	10240201-5745279	9.960	0.122	9.357	0.158	8.982	0.095	EEE	222	222	ccc	2	0
156.00667800	-57.77265200	156.006678	-57.772652	10240160-5746215	14.314	0.036	13.005	0.053	12.443	0.039	AAA	222	111	000	2	0
156.00632100	-57.76582700	156.006321	-57.765827	10240151-5745569	10.563	0.024	9.893	0.023	9.552	0.024	AAA	222	111	000	2	0
156.05224500	-57.80275700	156.052245	-57.802757	10241253-5748099	14.856	0.054	14.540	0.068	14.226	0.112	AAB	222	111	000	2	0
156.05987900	-57.77957200	156.059879	-57.779572	10241437-5746464	16.071		15.611	0.148	14.137		UBU	026	020	0c0	2	0
156.00581800	-57.78076200	156.005818	-57.780762	10240139-5746507	13.719		12.981		13.893	0.181	UUC	002	001	00c	2	0
156.02305500	-57.75095000	156.023055	-57.750950	10240553-5745034	16.216	0.138	15.082	0.106	14.152	0.111	BAB	222	112	00c	2	0
156.02416700	-57.75791900	156.024167	-57.757919	10240580-5745285	14.065	0.061	13.447	0.080	13.065	0.057	AAA	222	111	ccc	2	0
156.04899000	-57.78576700	156.048990	-57.785767	10241175-5747087	15.024		15.621	0.142	13.889		UBU	020	010	000	2	0
156.00990000	-57.75854900	156.009900	-57.758549	10240237-5745307	9.395	0.126	8.822	0.163	8.302	0.112	EEE	222	211	ccc	2	0
156.02106800	-57.76582700	156.021068	-57.765827	10240505-5745569	14.496		13.576		14.731	0.163	UUC	662	002	00c	2	0
156.01276400	-57.80991000	156.012764	-57.809910	10240306-5748356	12.988	0.028	11.896	0.033	11.294	0.027	AAA	222	111	000	2	0
156.00636800	-57.80496200	156.006368	-57.804962	10240152-5748178	16.157	0.096	14.792	0.047	14.116	0.060	AAA	222	111	000	2	0
156.00930300	-57.80229600	156.009303	-57.802296	10240223-5748082	15.671	0.087	14.052		13.000		AUU	200	100	000	2	0
156.01482600	-57.76113900	156.014826	-57.761139	10240355-5745401	12.819	0.057	12.059	0.103	11.736	0.070	EEE	222	111	ccc	2	0
156.01471000	-57.76808200	156.014710	-57.768082	10240353-5746050	14.883	0.035	14.409	0.045	14.246	0.097	AAA	222	111	ccc	2	0
156.01469600	-57.77887000	156.014696	-57.778870	10240352-5746439	15.163	0.158	14.641	0.253	14.334	0.298	CDD	222	121	ccc	2	0
156.01483800	-57.77428400	156.014838	-57.774284	10240356-5746274	15.344		14.694		14.666	0.142	UUB	662	002	00c	2	0
156.01332400	-57.80815100	156.013324	-57.808151	10240319-5748293	16.876		15.922	0.255	14.433	0.095	UDA	022	011	0cc	2	0
156.01470500	-57.77074400	156.014705	-57.770744	10240352-5746146	12.617	0.051	11.776	0.067	11.077	0.049	EEE	222	111	000	2	0
156.01453800	-57.76527000	156.014538	-57.765270	10240348-5745549	15.257	0.068	13.693		13.793		AUU	266	300	c00	2	0
156.01382100	-57.80260100	156.013821	-57.802601	10240331-5748093	15.494		14.311		13.826	0.152	UUB	002	001	000	2	0
156.03195400	-57.80206700	156.031954	-57.802067	10240766-5748074	15.182	0.061	14.752	0.091	14.726	0.164	AAC	222	111	000	2	0
156.01407800	-57.75972400	156.014078	-57.759724	10240337-5745350	13.617	0.283	12.736	0.328	11.035		DEU	220	110	cc0	2	0
156.01826100	-57.77220200	156.018261	-57.772202	10240438-5746199	14.539	0.072	13.667	0.099	13.311	0.101	AAA	222	111	000	2	0
156.01420800	-57.76935200	156.014208	-57.769352	10240340-5746096	14.001	0.059	13.779	0.105	14.016	0.135	EAB	222	111	ccc	2	0
156.01417700	-57.79239300	156.014177	-57.792393	10240340-5747326	15.583		15.334	0.101	14.775	0.141	UAB	022	011	000	2	0
156.01806400	-57.76094100	156.018064	-57.760941	10240433-5745393	13.828		15.045	0.161	14.555	0.133	UEB	022	011	0pp	2	0
156.01818200	-57.79320900	156.018182	-57.793209	10240436-5747355	16.638	0.171	15.484	0.133	13.951		CBU	220	110	000	2	0
156.01817100	-57.78601800	156.018171	-57.786018	10240436-5747096	13.611		12.846		12.937	0.151	UUB	662	002	00c	2	0
156.01488100	-57.75752600	156.014881	-57.757526	10240357-5745270	11.758		11.082		11.740	0.163	UUE	662	002	00c	2	0
156.01864900	-57.80209000	156.018649	-57.802090	10240447-5748075	14.626		13.684		13.619	0.187	UUC	662	002	00c	2	0
156.01517400	-57.77335400	156.015174	-57.773354	10240364-5746240	14.810		14.118		14.643	0.172	UUC	662	002	00c	2	0
156.01853400	-57.78504900	156.018534	-57.785049	10240444-5747061	13.390		12.466		12.927	0.212	UUE	662	002	00c	2	0
156.02111000	-57.81139800	156.021110	-57.811398	10240506-5748410	16.821		15.603		14.830	0.194	UUC	002	001	000	2	0
156.02107300	-57.80853700	156.021073	-57.808537	10240505-5748307	15.432	0.079	14.924	0.106	14.584		AAU	220	110	cc0	2	0
156.01698700	-57.76871900	156.016987	-57.768719	10240407-5746073	16.721	0.221	14.798	0.075	14.494	0.111	DAB	222	111	ccc	2	0
156.03088300	-57.80788000	156.030883	-57.807880	10240741-5748283	16.572	0.162	14.749		14.822		CUU	200	100	c00	2	0
156.01711500	-57.76263400	156.017115	-57.762634	10240410-5745454	14.930	0.103	13.760	0.101	13.298	0.132	AAE	222	221	ccc	2	0
156.02042200	-57.80527100	156.020422	-57.805271	10240490-5748189	13.685	0.023	13.428	0.022	13.330	0.057	AAE	222	111	000	2	0
156.03021400	-57.80936100	156.030214	-57.809361	10240725-5748336	16.047	0.122	13.116		12.948		BUU	200	100	c00	2	0
156.01731700	-57.75245300	156.017317	-57.752453	10240415-5745088	17.295	0.454	15.576	0.185	15.147	0.255	DCD	222	111	ccc	2	0
156.01736500	-57.77943000	156.017365	-57.779430	10240416-5746459	13.357		14.042	0.264	11.851		UDU	626	020	0c0	2	0
156.01923600	-57.80311200	156.019236	-57.803112	10240461-5748112	14.447		13.368		13.157	0.145	UUB	662	002	00c	1	0
156.01754900	-57.77078600	156.017549	-57.770786	10240421-5746148	13.849		15.039	0.236	12.195		UDU	020	010	0c0	2	0
156.01572500	-57.75807600	156.015725	-57.758076	10240377-5745290	11.764		11.129		11.591	0.089	UUE	662	002	00c	2	0
156.01539300	-57.77993800	156.015393	-57.779938	10240369-5746477	13.993		14.716	0.269	12.552		UDU	626	020	0c0	2	0
156.01571700	-57.77146900	156.015717	-57.771469	10240377-5746172	12.406		11.672		12.226	0.019	UUA	002	001	00c	2	0
156.01643000	-57.75936500	156.016430	-57.759365	10240394-5745337	14.203	0.207	13.531	0.327	12.855	0.132	EEB	222	111	ccc	2	0
156.01619700	-57.78136100	156.016197	-57.781361	10240388-5746528	15.432	0.241	13.453		12.333		DUU	200	100	c00	2	0
156.01652800	-57.78025800	156.016528	-57.780258	10240396-5746489	13.725		14.342	0.227	12.056		UDU	626	020	0c0	2	0
156.01651700	-57.76536600	156.016517	-57.765366	10240396-5745553	14.990		14.059	0.083	13.903	0.069	UAA	622	022	0cc	2	0
156.01897800	-57.80926100	156.018978	-57.809261	10240455-5748333	15.000	0.087	14.510	0.126	14.102	0.134	ABB	222	111	000	2	0
156.01836800	-57.79008900	156.018368	-57.790089	10240440-5747243	15.388		14.761		14.457	0.171	UUC	002	001	000	2	0
156.01397100	-57.75063300	156.013971	-57.750633	10240335-5745022	16.020	0.115	14.541	0.044	14.180	0.093	BAA	222	111	cc0	2	0
156.04525300	-57.80332200	156.045253	-57.803322	10241086-5748119	15.789	0.065	14.722	0.041	14.421	0.096	AAA	222	111	000	2	0
156.01971900	-57.75352900	156.019719	-57.753529	10240473-5745127	15.735		14.837	0.153	14.658	0.119	UBB	022	012	0cc	2	0
156.01086900	-57.78765900	156.010869	-57.787659	10240260-5747155	15.690	0.128	13.273		13.546	0.152	BUB	262	202	c0c	2	0
156.01154000	-57.75309400	156.011540	-57.753094	10240276-5745111	14.693		15.514	0.557	13.756		UDU	020	010	0c0	2	0
156.01229200	-57.75692000	156.012292	-57.756920	10240295-5745249	11.768		12.330	0.449	11.882	0.250	UDD	022	022	0cc	2	0
156.01158400	-57.79047800	156.011584	-57.790478	10240278-5747257	14.502		14.387	0.182	13.023	0.145	UCB	022	011	000	2	0
156.01060900	-57.78517200	156.010609	-57.785172	10240254-5747066	14.836	0.171	13.912	0.158	13.132	0.139	CCE	222	111	cc0	2	0
156.01960700	-57.75482200	156.019607	-57.754822	10240470-5745173	15.073		15.102	0.461	14.718	0.351	UDD	022	011	0pc	2	0
156.00370100	-57.75351700	156.003701	-57.753517	10240088-5745126	14.633	0.122	13.464	0.159	12.995	0.137	BCB	222	111	ccc	2	0
156.02023600	-57.76403000	156.020236	-57.764030	10240485-5745505	14.654	0.079	13.849	0.120	13.801	0.060	ABA	222	222	ccc	2	0
156.02038200	-57.75785800	156.020382	-57.757858	10240489-5745282	10.530	0.030	9.964	0.033	9.591	0.027	AAA	222	111	00d	2	0
156.01233400	-57.76716200	156.012334	-57.767162	10240296-5746017	15.710		14.435		13.704	0.079	UUA	002	001	00c	2	0
156.02070700	-57.75266600	156.020707	-57.752666	10240496-5745095	15.951		14.340		13.879	0.125	UUB	662	002	00c	2	0
