_RAJ2000	_DEJ2000	RAJ2000	DEJ2000	2MASS	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	Qflg	Rflg	Bflg	Cflg	Xflg	Aflg
156.15911700	-57.78121200	156.159117	-57.781212	10243818-5746523	15.767	0.080	15.495	0.146	14.762	0.125	ABB	222	111	000	0	0
156.16409900	-57.78501500	156.164099	-57.785015	10243938-5747060	12.808	0.023	12.493	0.022	12.421	0.029	AAA	222	111	000	0	0
156.16928300	-57.75369600	156.169283	-57.753696	10244062-5745133	15.198	0.068	14.287	0.051	13.957	0.057	AAA	222	111	ccc	2	0
156.16041600	-57.77294900	156.160416	-57.772949	10243849-5746226	16.766		15.709	0.172	15.057	0.171	UCC	022	011	000	0	0
156.15943500	-57.78268100	156.159435	-57.782681	10243826-5746576	15.282	0.058	14.758	0.063	14.496	0.102	AAA	222	111	000	0	0
156.16932600	-57.77852600	156.169326	-57.778526	10244063-5746426	15.424	0.050	14.700	0.075	14.490	0.096	AAA	222	111	000	0	0
156.16869300	-57.78245500	156.168693	-57.782455	10244048-5746568	16.508	0.132	15.734	0.140	14.564		BBU	220	110	cc0	0	0
156.13050400	-57.78333700	156.130504	-57.783337	10243132-5747000	16.108		15.080		14.513	0.109	UUB	002	001	000	2	0
156.16948100	-57.76086000	156.169481	-57.760860	10244067-5745390	16.047	0.093	15.636	0.147	14.618		ABU	220	110	0c0	2	0
156.16000900	-57.75970100	156.160009	-57.759701	10243840-5745349	16.377	0.153	15.577	0.169	14.524	0.159	BCC	222	111	ppc	2	0
156.13690900	-57.80051800	156.136909	-57.800518	10243285-5748018	15.464	0.073	14.818	0.070	14.749	0.125	AAB	222	111	000	0	0
156.13638100	-57.80622100	156.136381	-57.806221	10243273-5748223	16.251	0.143	14.485		14.649		BUU	200	100	c00	0	0
156.12968000	-57.81035600	156.129680	-57.810356	10243112-5748372	16.626	0.200	15.904		14.812		CUU	200	100	p00	2	0
156.13918100	-57.80607200	156.139181	-57.806072	10243340-5748218	12.825	0.028	12.572	0.029	12.558	0.021	AAA	222	111	000	0	0
156.12938700	-57.81237800	156.129387	-57.812378	10243105-5748445	16.320	0.149	15.127		14.484		BUU	200	100	000	2	0
156.13432700	-57.75072900	156.134327	-57.750729	10243223-5745026	14.173	0.022	13.855	0.025	13.715	0.049	AAA	222	111	000	2	0
156.13757600	-57.80228000	156.137576	-57.802280	10243301-5748082	15.151	0.052	14.220	0.027	13.323	0.019	AAA	222	111	000	0	0
156.13217400	-57.78916200	156.132174	-57.789162	10243172-5747209	16.630	0.149	17.014		15.534	0.271	BUD	202	101	c0c	2	0
156.12586700	-57.80334900	156.125867	-57.803349	10243020-5748120	16.336		15.755	0.151	14.558		UBU	020	010	0c0	0	0
156.15009700	-57.80397800	156.150097	-57.803978	10243602-5748143	15.495	0.061	15.078	0.079	14.796	0.117	AAB	222	111	ccc	0	0
156.15437100	-57.80032300	156.154371	-57.800323	10243704-5748011	13.326	0.037	12.763	0.044	12.470	0.037	AAA	222	222	ccc	0	0
156.15143600	-57.80100600	156.151436	-57.801006	10243634-5748036	15.006	0.057	14.757	0.078	14.452	0.093	AAA	222	111	ccc	0	0
156.16361200	-57.75099200	156.163612	-57.750992	10243926-5745035	15.939	0.153	13.775		13.139		BUU	266	200	c00	2	0
156.14039500	-57.81208400	156.140395	-57.812084	10243369-5748435	15.690		15.366		14.845	0.122	UUB	002	001	000	2	0
156.14949200	-57.80271500	156.149492	-57.802715	10243587-5748097	15.890		15.704	0.144	14.348	0.095	UBA	022	011	0cc	0	0
156.14711500	-57.80112800	156.147115	-57.801128	10243530-5748040	12.692	0.028	12.142	0.031	11.699	0.029	AAA	222	111	000	0	0
156.14578600	-57.80241400	156.145786	-57.802414	10243498-5748086	15.458	0.062	14.982	0.110	14.807	0.135	ABB	222	111	ccc	0	0
156.12773400	-57.80081900	156.127734	-57.800819	10243065-5748029	14.529	0.054	14.319	0.051	14.388	0.087	AAA	222	111	ccc	0	0
156.16332300	-57.75587500	156.163323	-57.755875	10243919-5745211	10.709	0.026	10.060	0.027	9.679	0.023	AAA	222	111	000	2	0
156.16485800	-57.78063600	156.164858	-57.780636	10243956-5746502	13.399	0.036	12.409	0.042	11.963	0.037	AAA	222	111	000	0	0
156.16678600	-57.75587500	156.166786	-57.755875	10244002-5745211	13.788	0.040	13.113	0.051	12.821	0.039	AAA	222	111	ccc	2	0
156.16110000	-57.77695100	156.161100	-57.776951	10243866-5746370	16.947		15.333	0.127	14.296	0.095	UBA	022	011	000	0	0
156.13177700	-57.77656900	156.131777	-57.776569	10243162-5746356	15.598	0.082	15.152	0.094	14.860	0.144	AAB	222	111	c00	2	0
156.16663200	-57.75101100	156.166632	-57.751011	10243999-5745036	15.101	0.090	14.826	0.097	14.699	0.138	AAB	222	111	000	2	0
156.16710200	-57.78642700	156.167102	-57.786427	10244010-5747111	15.982	0.100	15.563	0.140	14.934		ABU	220	110	cc0	0	0
156.16648400	-57.75715300	156.166484	-57.757153	10243995-5745257	14.303		14.711	0.098	12.907		UAU	626	020	0c0	2	0
156.16509500	-57.75772100	156.165095	-57.757721	10243962-5745277	14.783		14.897	0.098	13.224		UAU	626	020	0c0	2	0
156.16600300	-57.75363200	156.166003	-57.753632	10243984-5745130	12.684	0.037	12.043	0.045	11.715	0.035	AAA	222	111	000	2	0
156.16214900	-57.77051200	156.162149	-57.770512	10243891-5746138	16.254	0.113	15.679	0.141	15.349		BBU	220	110	0p0	0	0
156.16379600	-57.78187900	156.163796	-57.781879	10243931-5746547	15.226	0.041	14.425	0.045	14.120	0.080	AAA	222	111	ccc	0	0
156.13224900	-57.76870300	156.132249	-57.768703	10243173-5746073	13.809	0.029	13.642	0.029	13.639	0.049	AAA	222	111	000	2	0
156.16201700	-57.75737400	156.162017	-57.757374	10243888-5745265	15.485	0.124	14.888	0.221	14.323	0.137	BDB	222	111	ccc	2	0
156.13784500	-57.75262100	156.137845	-57.752621	10243308-5745094	16.065	0.096	15.535	0.124	15.417		ABU	220	110	000	2	0
156.17381200	-57.76054800	156.173812	-57.760548	10244171-5745379	15.883	0.088	15.279	0.093	13.679		AAU	220	220	cc0	2	0
156.15792100	-57.77431500	156.157921	-57.774315	10243790-5746275	15.901		14.912		14.724	0.152	UUB	002	001	000	0	0
156.14627400	-57.77297600	156.146274	-57.772976	10243510-5746227	15.282	0.050	14.390		14.855		AUU	266	200	c00	2	0
156.13498500	-57.76102800	156.134985	-57.761028	10243239-5745397	16.467	0.139	16.567		15.759		BUU	200	100	000	2	0
156.12688300	-57.77165200	156.126883	-57.771652	10243045-5746179	16.202	0.098	15.642	0.130	15.676		ABU	220	110	000	2	0
156.14643000	-57.75793800	156.146430	-57.757938	10243514-5745285	15.819	0.117	15.272	0.121	14.907	0.184	BBC	222	111	000	2	0
156.14588500	-57.79800000	156.145885	-57.798000	10243501-5747528	15.992	0.117	15.158	0.153	14.625	0.102	BBA	222	111	c00	0	0
156.15066800	-57.75964000	156.150668	-57.759640	10243616-5745347	15.498	0.095	14.772	0.129	14.317	0.125	ABB	222	111	000	2	0
156.15171300	-57.77864800	156.151713	-57.778648	10243641-5746431	16.608	0.157	16.350		15.404		CUU	200	100	c00	0	0
156.15099300	-57.77432600	156.150993	-57.774326	10243623-5746275	16.120	0.140	15.302	0.161	15.248	0.207	BCC	222	111	000	2	0
156.14807500	-57.76353500	156.148075	-57.763535	10243553-5745487	12.630	0.024	12.130	0.022	11.817	0.023	AAA	222	111	000	2	0
156.14951100	-57.75571400	156.149511	-57.755714	10243588-5745205	15.518		15.711	0.314	13.398		UDU	020	010	0c0	2	0
156.14753500	-57.77716800	156.147535	-57.777168	10243540-5746378	15.704	0.072	14.804	0.063	14.532	0.096	AAA	222	111	ccc	0	0
156.14598300	-57.78507200	156.145983	-57.785072	10243503-5747062	15.164	0.060	14.674	0.057	14.779	0.111	AAB	222	111	000	0	0
156.13530900	-57.77778600	156.135309	-57.777786	10243247-5746400	13.368	0.032	12.954	0.023	12.851	0.031	AAA	222	111	000	2	0
156.14535200	-57.76705900	156.145352	-57.767059	10243488-5746014	13.497	0.026	13.231	0.036	13.116	0.053	AAA	222	111	000	2	0
156.16446400	-57.76522800	156.164464	-57.765228	10243947-5745548	11.026	0.023	10.563	0.025	10.282	0.019	AAA	222	111	000	2	0
156.14010500	-57.79450600	156.140105	-57.794506	10243362-5747402	15.439	0.044	15.054	0.068	14.882	0.136	AAB	222	111	000	0	0
156.13960000	-57.78556400	156.139600	-57.785564	10243350-5747080	16.015	0.082	15.481	0.111	14.491		ABU	220	110	000	2	0
156.13909300	-57.76171100	156.139093	-57.761711	10243338-5745421	16.357	0.110	15.889	0.158	15.819		BCU	220	110	000	2	0
156.13867300	-57.78623200	156.138673	-57.786232	10243328-5747104	16.718		15.283		14.295	0.080	UUA	002	001	000	2	0
156.13878100	-57.75877000	156.138781	-57.758770	10243330-5745315	13.424	0.022	13.155	0.029	13.167	0.040	AAA	222	111	000	2	0
156.12538200	-57.78321800	156.125382	-57.783218	10243009-5746595	16.551	0.144	15.408		16.127		BUU	266	200	c00	2	0
156.13832200	-57.76559800	156.138322	-57.765598	10243319-5745561	16.515	0.133	15.703	0.151	15.055	0.171	BBC	222	111	cc0	2	0
156.13777000	-57.76318400	156.137770	-57.763184	10243306-5745474	17.170		15.843	0.153	13.944	0.058	UCA	022	011	000	2	0
156.13800900	-57.76746700	156.138009	-57.767467	10243312-5746028	14.398	0.037	13.693	0.042	13.476	0.075	AAA	222	111	000	2	0
156.14100500	-57.75389900	156.141005	-57.753899	10243384-5745140	16.615		15.781	0.145	15.092		UBU	020	010	000	2	0
156.14195200	-57.75536700	156.141952	-57.755367	10243406-5745193	16.035	0.085	15.489	0.112	14.298		ABU	220	110	000	2	0
156.14185700	-57.78380600	156.141857	-57.783806	10243404-5747017	16.610	0.150	16.013		14.913		BUU	200	100	000	2	0
156.12632500	-57.77442900	156.126325	-57.774429	10243031-5746279	17.100		15.025	0.083	14.269	0.074	UAA	022	011	000	2	0
156.14486800	-57.79944200	156.144868	-57.799442	10243476-5747579	15.558		14.754		14.932	0.146	UUB	002	001	00c	0	0
156.14494600	-57.79217900	156.144946	-57.792179	10243478-5747318	16.517	0.137	15.612	0.134	15.744		BBU	220	110	000	0	0
156.13704000	-57.79678700	156.137040	-57.796787	10243288-5747484	15.998	0.083	15.251	0.079	14.839	0.130	AAB	222	111	000	0	0
156.12616400	-57.76213500	156.126164	-57.762135	10243027-5745436	16.321	0.150	15.398		14.158		BUU	200	100	000	2	0
156.14468600	-57.76936000	156.144686	-57.769360	10243472-5746096	16.286	0.109	14.703		14.324		BUU	266	200	c00	2	0
156.14479000	-57.77367000	156.144790	-57.773670	10243474-5746252	16.564	0.140	15.242		16.240		BUU	266	200	c00	2	0
156.14316500	-57.77670300	156.143165	-57.776703	10243435-5746361	11.485	0.022	11.176	0.022	11.147	0.021	AAA	222	111	000	2	0
156.12545500	-57.78331800	156.125455	-57.783318	10243010-5746599	15.916	0.087	15.367		16.133		AUU	266	200	c00	2	0
156.13720200	-57.79431500	156.137202	-57.794315	10243292-5747395	16.572	0.142	15.664	0.142	15.072	0.180	BBC	222	111	c00	0	0
156.14321700	-57.76987500	156.143217	-57.769875	10243437-5746115	16.014	0.084	14.642		14.319		AUU	266	200	c00	2	0
156.15185700	-57.79468500	156.151857	-57.794685	10243644-5747408	15.853	0.077	15.349	0.097	15.233	0.187	AAC	222	111	000	0	0
156.17321200	-57.76516300	156.173212	-57.765163	10244157-5745545	14.727	0.080	13.735	0.090	12.910	0.057	AAA	222	111	000	0	0
156.17253100	-57.76683800	156.172531	-57.766838	10244140-5746006	15.979	0.098	15.035	0.122	14.252	0.089	ABA	222	111	cc0	0	0
156.15618700	-57.75951800	156.156187	-57.759518	10243748-5745342	15.387	0.057	14.965	0.097	14.376	0.135	AAB	222	222	ccc	2	0
156.17332200	-57.75940700	156.173322	-57.759407	10244159-5745338	13.715	0.030	13.549	0.062	13.438	0.037	AAE	222	211	ccc	2	0
156.15675300	-57.75492900	156.156753	-57.754929	10243762-5745177	13.975		14.404	0.244	13.294	0.115	UDB	022	011	0c0	2	0
156.13487400	-57.78605300	156.134874	-57.786053	10243236-5747097	16.102	0.093	15.669	0.138	15.091	0.158	ABC	222	111	c00	2	0
156.17180800	-57.76084500	156.171808	-57.760845	10244123-5745390	16.335	0.112	14.441	0.033	13.604		BAU	226	120	cc0	2	0
156.12909000	-57.79928200	156.129090	-57.799282	10243098-5747574	11.376	0.026	11.207	0.027	11.101	0.023	AAA	222	111	000	0	0
156.15792000	-57.79798100	156.157920	-57.797981	10243790-5747527	16.166	0.095	15.851	0.158	15.026	0.144	ACB	222	111	ccc	0	0
156.17002500	-57.75040100	156.170025	-57.750401	10244080-5745014	14.846	0.100	14.169	0.106	13.615	0.086	AAA	222	111	000	2	0
156.15678400	-57.75441700	156.156784	-57.754417	10243762-5745159	15.304	0.248	13.167		12.093		DUU	200	100	c00	2	0
156.15790900	-57.75653100	156.157909	-57.756531	10243789-5745235	14.937	0.117	14.209	0.134	13.693	0.101	BBA	222	112	ccc	2	0
156.17075300	-57.75648900	156.170753	-57.756489	10244098-5745233	16.821	0.188	15.673	0.153	15.458	0.236	CBD	222	111	ccc	2	0
156.17063500	-57.78017800	156.170635	-57.780178	10244095-5746486	15.152	0.039	14.698	0.061	14.553	0.090	AAA	222	111	000	0	0
156.15566500	-57.75614500	156.155665	-57.756145	10243735-5745221	13.152		12.500		13.118	0.133	UUB	662	003	00c	2	0
156.12999700	-57.78735000	156.129997	-57.787350	10243119-5747144	12.949	0.028	12.563	0.035	12.348	0.027	AAA	222	111	000	2	0
156.15514000	-57.75849900	156.155140	-57.758499	10243723-5745305	14.134	0.056	13.897	0.081	13.757	0.096	AAA	222	222	ccc	2	0
156.15221100	-57.79111500	156.152211	-57.791115	10243653-5747280	16.482	0.134	15.886	0.147	16.101		BCU	220	110	000	0	0
156.12839500	-57.77978500	156.128395	-57.779785	10243081-5746472	14.304	0.035	14.050	0.042	13.965	0.064	AAA	222	111	000	2	0
156.15283000	-57.76318400	156.152830	-57.763184	10243667-5745474	16.232	0.116	13.888	0.027	12.906	0.021	BAA	222	111	c00	2	0
156.15192200	-57.78230300	156.151922	-57.782303	10243646-5746562	15.512	0.067	15.165	0.096	15.207	0.166	AAC	222	111	000	0	0
156.13492400	-57.75413100	156.134924	-57.754131	10243238-5745148	15.621	0.059	15.204	0.085	15.563		AAU	220	110	000	2	0
156.15229800	-57.78378700	156.152298	-57.783787	10243655-5747016	15.806	0.070	15.312	0.091	14.995	0.151	AAB	222	111	000	0	0
156.16411300	-57.75194500	156.164113	-57.751945	10243938-5745070	15.604	0.140	13.722		13.087		BUU	266	200	c00	2	0
156.15444200	-57.75502000	156.154442	-57.755020	10243706-5745180	13.895		13.084		12.988	0.143	UUE	002	001	000	2	0
156.15459800	-57.75727100	156.154598	-57.757271	10243710-5745261	12.245		11.702		11.483	0.046	UUA	662	002	00c	1	0
156.15489100	-57.77883100	156.154891	-57.778831	10243717-5746437	16.222	0.111	15.657	0.130	15.281		BBU	220	110	0p0	0	0
155.91014700	-57.73348200	155.910147	-57.733482	10233843-5744005	14.471	0.029	13.504	0.022	12.999	0.027	AAA	222	111	000	0	0
155.91563100	-57.71615200	155.915631	-57.716152	10233975-5742581	15.215	0.075	14.946	0.107	14.766	0.107	AAB	222	111	cc0	0	0
155.91519300	-57.72615100	155.915193	-57.726151	10233964-5743341	16.428		15.531	0.135	14.786	0.113	UBB	022	011	000	0	0
155.91669400	-57.72133600	155.916694	-57.721336	10234000-5743168	12.569	0.022	11.706	0.022	11.443	0.021	AAA	222	111	000	0	0
155.91843800	-57.73688500	155.918438	-57.736885	10234042-5744127	15.347	0.069	15.005	0.086	14.800	0.129	AAB	222	111	000	0	0
155.91376800	-57.74127200	155.913768	-57.741272	10233930-5744285	15.281	0.056	14.764	0.061	14.586	0.098	AAA	222	111	000	0	0
155.91145600	-57.71564100	155.911456	-57.715641	10233874-5742563	14.921	0.062	14.501	0.071	14.461	0.100	AAA	222	111	000	0	0
155.91295700	-57.74726500	155.912957	-57.747265	10233910-5744501	17.827		15.261	0.088	14.414	0.087	UAA	022	011	000	0	0
155.91219400	-57.72341900	155.912194	-57.723419	10233892-5743243	13.071	0.022	12.085	0.029	11.746	0.024	AAA	222	111	000	0	0
155.90996500	-57.72655500	155.909965	-57.726555	10233839-5743355	16.324	0.117	15.980	0.174	15.133		BCU	220	110	0c0	0	0
155.91308000	-57.74966000	155.913080	-57.749660	10233913-5744587	18.036		17.104		14.610	0.099	UUA	002	001	000	0	0
155.93222800	-57.73540900	155.932228	-57.735409	10234373-5744074	16.550		15.717	0.127	15.193	0.166	UBC	022	011	000	0	0
155.91897200	-57.73197600	155.918972	-57.731976	10234055-5743551	15.635		14.629		14.731	0.149	UUB	002	001	00c	0	0
155.90381100	-57.73749200	155.903811	-57.737492	10233691-5744149	14.697	0.059	13.075	0.057	12.393	0.045	AAA	222	111	000	0	0
155.90442600	-57.73037700	155.904426	-57.730377	10233706-5743493	15.768	0.096	15.263	0.138	15.211	0.166	ABC	222	111	000	0	0
155.90395000	-57.74958000	155.903950	-57.749580	10233694-5744584	16.024	0.091	15.427	0.121	15.221	0.153	ABC	222	111	000	0	0
155.90349900	-57.73208600	155.903499	-57.732086	10233683-5743555	15.838		15.741	0.139	15.692		UBU	020	010	0c0	0	0
155.90450400	-57.74758100	155.904504	-57.747581	10233708-5744512	15.666	0.095	15.199	0.127	14.864	0.136	ABB	222	121	cc0	0	0
155.90321900	-57.74603700	155.903219	-57.746037	10233677-5744457	14.509	0.082	14.126	0.095	13.970	0.092	AAA	222	222	ccc	0	0
155.90253700	-57.74702100	155.902537	-57.747021	10233660-5744492	15.141	0.072	14.472	0.088	14.499	0.110	AAB	222	232	ccc	0	0
155.90247400	-57.72195800	155.902474	-57.721958	10233659-5743190	15.607	0.082	15.011	0.081	14.685	0.103	AAA	222	111	000	0	0
155.90460700	-57.72646000	155.904607	-57.726460	10233710-5743352	16.296	0.110	15.601	0.135	14.867	0.145	BBB	222	111	000	0	0
155.90970700	-57.73055600	155.909707	-57.730556	10233832-5743500	14.442	0.026	13.958	0.022	13.719	0.042	AAA	222	111	000	0	0
155.90930500	-57.71880000	155.909305	-57.718800	10233823-5743076	14.096	0.023	13.687	0.023	13.632	0.048	AAA	222	111	000	0	0
155.90929700	-57.74743300	155.909297	-57.747433	10233823-5744507	16.076	0.110	15.496	0.138	14.535		BBU	220	110	000	0	0
155.90864500	-57.74942000	155.908645	-57.749420	10233807-5744579	17.645		15.607		14.884	0.137	UUB	002	001	000	0	0
155.90783800	-57.73732400	155.907838	-57.737324	10233788-5744143	15.685	0.099	14.864	0.077	14.388	0.089	AAA	222	111	0cc	0	0
155.90466800	-57.73907900	155.904668	-57.739079	10233712-5744206	15.723	0.103	15.019	0.091	14.661	0.119	AAB	222	111	ccc	0	0
155.90670000	-57.74745900	155.906700	-57.747459	10233760-5744508	16.456	0.146	15.326		14.559		BUU	200	100	c00	0	0
155.90602700	-57.73814800	155.906027	-57.738148	10233744-5744173	14.993		14.257	0.093	13.517	0.058	UAA	022	011	0cc	0	0
155.90570800	-57.74017300	155.905708	-57.740173	10233736-5744246	16.196	0.100	15.635	0.124	14.839		ABU	220	110	cc0	0	0
155.90551800	-57.73165900	155.905518	-57.731659	10233732-5743539	16.165	0.110	15.477	0.123	15.097	0.137	BBB	222	111	c00	0	0
155.91845500	-57.71667900	155.918455	-57.716679	10234042-5743000	14.085	0.046	13.839	0.051	13.690	0.056	AAA	222	111	000	0	0
155.92371700	-57.74226000	155.923717	-57.742260	10234169-5744321	13.806	0.029	13.511	0.031	13.430	0.036	AAA	222	111	000	0	0
155.91906200	-57.71951700	155.919062	-57.719517	10234057-5743102	14.451	0.035	13.360	0.035	13.106	0.043	AAA	222	111	000	0	0
155.93413200	-57.73407700	155.934132	-57.734077	10234419-5744026	14.773	0.036	14.398	0.045	14.325	0.085	AAA	222	111	000	0	0
155.93357800	-57.71633100	155.933578	-57.716331	10234405-5742587	16.124	0.124	14.831		14.386		BUU	260	200	c00	0	0
155.93402500	-57.72287000	155.934025	-57.722870	10234416-5743223	16.267	0.135	15.234	0.114	14.599	0.101	BBA	222	111	000	0	0
155.93447600	-57.72819500	155.934476	-57.728195	10234427-5743415	13.879	0.060	13.598	0.098	13.478	0.052	AAA	222	222	ccc	0	0
155.92661600	-57.72765000	155.926616	-57.727650	10234238-5743395	17.225		16.569		15.120	0.158	UUC	002	001	000	0	0
155.93471200	-57.71708300	155.934712	-57.717083	10234433-5743014	16.085	0.115	14.860		14.073		BUU	260	200	c00	0	0
155.93491400	-57.72462500	155.934914	-57.724625	10234437-5743286	16.056		15.560	0.151	14.948	0.159	UBC	022	011	000	0	0
155.92649000	-57.71726200	155.926490	-57.717262	10234235-5743021	16.058	0.088	15.117	0.086	14.890	0.127	AAB	222	111	0cc	0	0
155.92794100	-57.73241800	155.927941	-57.732418	10234270-5743567	14.667	0.045	14.290	0.055	14.126	0.080	AAA	222	111	000	0	0
155.93626100	-57.72828700	155.936261	-57.728287	10234470-5743418	14.584	0.054	13.728	0.063	13.372	0.083	AAA	222	222	ccc	0	0
155.92980700	-57.74060100	155.929807	-57.740601	10234315-5744261	15.803	0.096	14.731		14.252		AUU	200	100	c00	0	0
155.93076600	-57.70901500	155.930766	-57.709015	10234338-5742324	15.520	0.098	14.799	0.119	14.402	0.124	ABB	222	111	000	0	0
155.93044400	-57.71044900	155.930444	-57.710449	10234330-5742376	15.995	0.134	15.155	0.118	14.540	0.121	BBB	222	111	000	0	0
155.92874800	-57.74795200	155.928748	-57.747952	10234289-5744526	17.922		15.637		14.795	0.112	UUB	002	001	000	0	0
155.92827700	-57.74072600	155.928277	-57.740726	10234278-5744266	15.421		15.163	0.110	14.668	0.126	UBB	022	011	0c0	0	0
155.92872900	-57.74366000	155.928729	-57.743660	10234289-5744371	16.195	0.104	14.763		14.382		AUU	266	200	c00	0	0
155.92862500	-57.74354600	155.928625	-57.743546	10234287-5744367	15.928	0.117	14.833		14.417		BUU	266	200	c00	0	0
155.93526900	-57.70597500	155.935269	-57.705975	10234446-5742215	16.337	0.122	15.650	0.123	14.258		BBU	220	110	000	0	0
155.93673400	-57.73282600	155.936734	-57.732826	10234481-5743581	15.948	0.077	15.091	0.072	15.113	0.159	AAC	222	111	000	0	0
155.91928200	-57.74420900	155.919282	-57.744209	10234062-5744391	14.856	0.039	13.341	0.023	12.637	0.024	AAA	222	111	000	0	0
155.92132200	-57.72450600	155.921322	-57.724506	10234111-5743282	15.650	0.091	14.963	0.100	14.454	0.103	AAA	222	111	ccc	0	0
155.92213500	-57.73225400	155.922135	-57.732254	10234131-5743561	16.671		15.571		15.041	0.162	UUC	002	001	000	0	0
155.92178900	-57.73743100	155.921789	-57.737431	10234122-5744147	16.317	0.114	15.503	0.111	15.617		BBU	220	110	000	0	0
155.92038100	-57.72313300	155.920381	-57.723133	10234089-5743232	12.497	0.026	12.527	0.027	12.524	0.034	AAA	222	111	000	0	0
155.92051200	-57.73119400	155.920512	-57.731194	10234092-5743522	16.406		15.414	0.152	14.398	0.116	UBB	022	011	000	0	0
155.92321500	-57.72560100	155.923215	-57.725601	10234157-5743321	16.616		15.587	0.158	14.864	0.144	UCB	022	011	000	0	0
155.91935000	-57.73554200	155.919350	-57.735542	10234064-5744079	16.584	0.148	15.445		14.990		BUU	200	100	c00	0	0
155.91931500	-57.73245600	155.919315	-57.732456	10234063-5743568	15.928	0.096	15.283	0.170	14.164		ACU	220	110	000	0	0
155.92251500	-57.73074300	155.922515	-57.730743	10234140-5743506	16.521	0.169	14.763		13.884		CUU	200	100	c00	0	0
155.92411300	-57.72950700	155.924113	-57.729507	10234178-5743462	13.914		13.741	0.094	12.849		UAU	626	020	0c0	0	0
155.93150300	-57.74238600	155.931503	-57.742386	10234356-5744325	13.302	0.026	12.401	0.022	12.051	0.024	AAA	222	111	000	0	0
155.93675400	-57.74161900	155.936754	-57.741619	10234482-5744298	15.847	0.078	15.030	0.073	14.809	0.128	AAB	222	111	000	0	0
155.92507600	-57.71596900	155.925076	-57.715969	10234201-5742574	16.064	0.118	14.159	0.058	13.429	0.050	BAA	222	111	000	0	0
155.93708300	-57.72959900	155.937083	-57.729599	10234489-5743465	16.611	0.145	14.869		14.431		CUU	200	100	c00	0	0
155.93731300	-57.70464700	155.937313	-57.704647	10234495-5742167	16.043	0.090	15.574	0.111	15.153		ABU	220	110	000	0	0
